"Station","Date.local.","Tmax.C.","Period.Hrs.","Tmin.C.","Period.Hrs..1","Tgmin.C.","Period.Hrs..2","Tmean.C.","RHmean...","Period.Hrs..3","Freq"
"Dunedin, Musselburgh Ews","20101219:0900",19.7,24,12.9,24,13.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20101220:0900",24,24,13,24,10.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20101221:0900",24.2,24,14.4,24,11.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20101222:0900",30.7,24,16.7,24,16.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20101223:0900",27,24,9.3,24,4.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20101224:0900",19.2,24,10.9,24,10.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20101225:0900",17.2,24,9.8,24,6.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20101226:0900",21.3,24,13.4,24,10.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20101227:0900",25.4,24,17.6,24,15.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20101228:0900",21.9,24,11.4,24,11.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20101229:0900",15.6,24,8.4,24,4.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20101230:0900",20.6,24,11.3,24,6.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20101231:0900",20.4,24,13.2,24,9.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110101:0900",14.3,24,9.5,24,5.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110102:0900",18.6,24,14.2,24,10.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110103:0900",19.6,24,11.7,24,10.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110104:0900",18.8,24,12.1,24,9.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110105:0900",17.4,24,13.7,24,12.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110106:0900",16,24,14,24,14.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110107:0900",17.6,24,13.2,24,10.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110108:0900",18,24,10.2,24,9.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110109:0900",16.1,24,10.8,24,6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110110:0900",18.5,24,12.4,24,8.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110111:0900",19,24,12.3,24,11.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110112:0900",16.1,24,12.7,24,12.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110113:0900",14.2,24,8.8,24,6.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110114:0900",19.2,24,10.6,24,9.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110115:0900",19,24,12.4,24,8.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110116:0900",24.5,24,15.4,24,11.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110117:0900",18.5,24,10.9,24,9.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110118:0900",18.6,24,13.6,24,9.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110119:0900",19.6,24,12.6,24,11,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110120:0900",20,24,9.2,24,8.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110121:0900",12.5,24,9.6,24,8.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110122:0900",12.9,24,10.9,24,10.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110123:0900",16,24,12,24,11.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110124:0900",16.6,24,12.6,24,11,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110125:0900",18.3,24,14,24,11.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110126:0900",19.2,24,11.9,24,7.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110127:0900",16.3,24,13.3,24,12.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110128:0900",17.4,24,14.2,24,12.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110129:0900",18.2,24,13,24,11.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110130:0900",16.2,24,9.7,24,4.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110131:0900",22.8,24,12.2,24,10.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110201:0900",16.9,24,9.8,24,5.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110202:0900",23.9,24,13.8,24,13,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110203:0900",19.9,24,9.1,24,3.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110204:0900",16.9,24,12.8,24,11.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110205:0900",18.2,24,12,24,11.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110206:0900",29.5,24,15,24,14.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110207:0900",34.4,24,9.6,24,9.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110208:0900",15.5,24,10,24,6.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110209:0900",16.8,24,7.8,24,3.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110210:0900",17.8,24,11.2,24,8.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110211:0900",18.8,24,10.8,24,10.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110212:0900",17.3,24,12.4,24,12.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110213:0900",20.2,24,12.2,24,11.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110214:0900",15.5,24,10.9,24,8.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110215:0900",19.2,24,10.8,24,5.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110216:0900",18.6,24,10.6,24,5.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110217:0900",18.7,24,12.7,24,7.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110218:0900",19.4,24,14.3,24,10.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110219:0900",23,24,12.5,24,12.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110220:0900",15.8,24,12.3,24,11.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110221:0900",19.1,24,15.7,24,14.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110222:0900",20.4,24,11.7,24,11.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110223:0900",14.8,24,10.6,24,9.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110224:0900",15.3,24,8.6,24,4.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110225:0900",18.8,24,11,24,10.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110226:0900",14.5,24,10.1,24,8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110227:0900",16.2,24,9,24,4.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110228:0900",16.4,24,12.1,24,8.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110301:0900",17.8,24,14,24,12,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110302:0900",23.6,24,14.7,24,13.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110303:0900",23.6,24,8.7,24,1.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110304:0900",20.8,24,14.2,24,9.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110305:0900",16.4,24,11,24,6.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110306:0900",15.8,24,7.3,24,3.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110307:0900",14.8,24,8.8,24,6.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110308:0900",15.1,24,10.6,24,7.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110309:0900",16.4,24,8.9,24,3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110310:0900",18.7,24,12.1,24,11,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110311:0900",22.1,24,14.3,24,13.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110312:0900",15.4,24,12.2,24,11.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110313:0900",17.4,24,12.2,24,9.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110314:0900",22.8,24,13.6,24,10,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110315:0900",26.9,24,10.9,24,10.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110316:0900",13.6,24,5.5,24,1.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110317:0900",17.1,24,11.2,24,10.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110318:0900",16.3,24,12.2,24,9.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110319:0900",23.8,24,8.1,24,4.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110320:0900",16.8,24,10.1,24,8.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110321:0900",15.7,24,9.2,24,4.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110322:0900",14.7,24,9.4,24,4.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110323:0900",14.9,24,9.7,24,9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110324:0900",12.7,24,4,24,-0.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110325:0900",15.7,24,7.1,24,4.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110326:0900",16.4,24,13.2,24,11.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110327:0900",19.1,24,14.3,24,12.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110328:0900",16.3,24,8.4,24,5.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110329:0900",18.1,24,10.6,24,7.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110330:0900",17.7,24,8.6,24,1.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110331:0900",19.4,24,10.5,24,3.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110401:0900",23.8,24,8,24,2.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110402:0900",14.4,24,6.5,24,1.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110403:0900",16.6,24,9.1,24,6.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110404:0900",18.7,24,9.3,24,8.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110405:0900",11.7,24,6.4,24,3.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110406:0900",12.6,24,7.4,24,4.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110407:0900",11,24,5.5,24,3.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110408:0900",12.3,24,6.5,24,5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110409:0900",14.8,24,10.2,24,8.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110410:0900",19.4,24,8.6,24,1.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110411:0900",15.8,24,9.5,24,3.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110412:0900",23.2,24,10.7,24,4.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110413:0900",20.7,24,12.4,24,7.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110414:0900",20.9,24,13.1,24,11.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110415:0900",14.6,24,12.4,24,11.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110416:0900",12.8,24,10.7,24,10.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110417:0900",12.4,24,9.4,24,9.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110418:0900",12,24,4.1,24,2.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110419:0900",9.8,24,5.1,24,-0.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110420:0900",14.5,24,8.3,24,5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110421:0900",13.6,24,5.9,24,-0.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110422:0900",14.2,24,10.4,24,7.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110423:0900",16.1,24,11.7,24,10.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110424:0900",19.6,24,11.7,24,6.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110425:0900",18,24,7.6,24,3.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110426:0900",12.7,24,5.9,24,1.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110427:0900",11.6,24,5.5,24,-0.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110428:0900",11,24,0.5,24,-5.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110429:0900",11.5,24,3.6,24,-2.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110430:0900",18.9,24,5.7,24,0.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110501:0900",18.2,24,8,24,1.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110502:0900",13.2,24,9.2,24,7.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110503:0900",13.8,24,8.1,24,4.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110504:0900",12,24,9.3,24,8.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110505:0900",12.2,24,7.7,24,2.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110506:0900",13.3,24,8.9,24,6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110507:0900",11.9,24,10.5,24,10.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110508:0900",12.5,24,9.9,24,9.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110509:0900",11.8,24,7.7,24,1.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110510:0900",14,24,10.3,24,8.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110511:0900",12.9,24,11.2,24,9.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110512:0900",18.8,24,11.4,24,7.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110513:0900",20.3,24,8,24,2.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110514:0900",11,24,6.4,24,1.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110515:0900",15.1,24,7.1,24,3.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110516:0900",14.3,24,3,24,-0.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110517:0900",12.3,24,6.3,24,1.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110518:0900",10.4,24,4.2,24,2.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110519:0900",13.4,24,6.2,24,3.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110520:0900",14.8,24,10.5,24,6.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110521:0900",15,24,7.6,24,3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110522:0900",15.6,24,9.4,24,4.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110523:0900",18.1,24,7.9,24,1.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110524:0900",18.9,24,10.5,24,6.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110525:0900",17.9,24,10.9,24,5.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110526:0900",16.2,24,8.1,24,6.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110527:0900",9.3,24,5.8,24,0.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110528:0900",14.6,24,5.8,24,-0.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110529:0900",10.2,24,3.4,24,-3.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110530:0900",15,24,3.3,24,-2.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110531:0900",14.6,24,4,24,-1.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110601:0900",16,24,12.2,24,8.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110602:0900",14.1,24,9.8,24,5.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110603:0900",13.2,24,3.8,24,-1.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110604:0900",10.8,24,4,24,0.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110605:0900",13.4,24,8.8,24,4.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110606:0900",13.2,24,6.3,24,-0.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110607:0900",12.8,24,8,24,2.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110608:0900",13.8,24,4.4,24,-1.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110609:0900",11,24,1.8,24,-3.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110610:0900",10,24,2.1,24,-3.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110611:0900",11.8,24,7.1,24,4.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110612:0900",10.4,24,1.5,24,-4.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110613:0900",15.1,24,7,24,3.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110614:0900",13.7,24,7.5,24,2.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110615:0900",15.4,24,6.8,24,-0.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110616:0900",13.1,24,6.1,24,3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110617:0900",13.6,24,3.6,24,-2.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110618:0900",10.8,24,4.9,24,2.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110619:0900",11.2,24,4,24,-1.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110620:0900",10.8,24,6.2,24,2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110621:0900",8.6,24,4.2,24,1.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110622:0900",7.2,24,4.2,24,-0.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110623:0900",9.5,24,5.8,24,3.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110624:0900",11.8,24,4.5,24,-0.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110625:0900",10.7,24,2.4,24,-2.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110626:0900",12,24,4.6,24,1.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110627:0900",11.7,24,6.6,24,3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110628:0900",14.5,24,3.9,24,-2.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110629:0900",8.5,24,4.8,24,1.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110630:0900",10.7,24,4.8,24,1.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110701:0900",13,24,4.2,24,-2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110702:0900",10.7,24,2.5,24,-3.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110703:0900",11.1,24,2.2,24,-3.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110704:0900",11.5,24,2.6,24,-2.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110705:0900",13.4,24,3.8,24,-1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110706:0900",10.5,24,3.3,24,-2.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110707:0900",12.9,24,-0.6,24,-5.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110708:0900",13.1,24,3.3,24,-0.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110709:0900",11.3,24,2.4,24,-1.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110710:0900",12.3,24,4.6,24,-0.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110711:0900",12,24,5,24,1.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110712:0900",11.1,24,0.3,24,-5.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110713:0900",8.7,24,-1.1,24,-6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110714:0900",13,24,3.1,24,-4.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110715:0900",7.9,24,3,24,-0.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110716:0900",9.8,24,3.9,24,2.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110717:0900",11.3,24,8.2,24,4.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110718:0900",13.7,24,1.4,24,-4.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110719:0900",11.9,24,1,24,-4.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110720:0900",10.2,24,1.5,24,-4.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110721:0900",12.7,24,2.4,24,-1.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110722:0900",8.8,24,2.9,24,-1.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110723:0900",10,24,0.1,24,-5.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110724:0900",8.5,24,1,24,-4.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110725:0900",5.1,24,0.6,24,-1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110726:0900",4.8,24,-1.2,24,-6.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110727:0900",10.4,24,1.7,24,-5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110728:0900",13.7,24,3.7,24,-2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110729:0900",16,24,5.4,24,-0.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110730:0900",11.6,24,5.2,24,0.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110731:0900",9,24,-0.5,24,-6.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110801:0900",10.2,24,0.1,24,-5.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110802:0900",15.7,24,5.7,24,1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110803:0900",14.2,24,4.9,24,-0.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110804:0900",15,24,5.7,24,2.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110805:0900",12,24,3.5,24,-1.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110806:0900",11.5,24,5.6,24,0.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110807:0900",10.3,24,2.8,24,-1.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110808:0900",9.6,24,3.4,24,1.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110809:0900",9.8,24,6.3,24,3.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110810:0900",11.5,24,-0.3,24,-6.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110811:0900",11.6,24,1.4,24,-4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110812:0900",8.5,24,3,24,-1.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110813:0900",9.1,24,1,24,-4.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110814:0900",10.5,24,2.7,24,0.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110815:0900",5.3,24,-0.1,24,-0.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110816:0900",5.8,24,1.4,24,0.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110817:0900",6.3,24,3,24,1.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110818:0900",7.6,24,4.1,24,2.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110819:0900",8,24,2.5,24,-0.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110820:0900",7.5,24,-1.1,24,-6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110821:0900",10.4,24,1.8,24,0.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110822:0900",11.5,24,1.1,24,-4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110823:0900",16.5,24,5.5,24,1.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110824:0900",15.3,24,2.7,24,-2.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110825:0900",17.2,24,2.9,24,-2.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110826:0900",13.9,24,6.9,24,1.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110827:0900",18.6,24,8.8,24,2.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110828:0900",13.7,24,5.7,24,0.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20110829:0900",13.6,24,6.3,24,3.3,24,NA,NA,NA,"D"
