"Station","Date.local.","Tmax.C.","Period.Hrs.","Tmin.C.","Period.Hrs..1","Tgmin.C.","Period.Hrs..2","Tmean.C.","RHmean...","Period.Hrs..3","Freq"
"Dunedin, Musselburgh Ews","20000101:0900",18.6,24,13.7,24,11.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000102:0900",17.7,24,12.6,24,14.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000103:0900",12.7,24,9.5,24,9.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000104:0900",10.6,24,8.1,24,NA,NA,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000105:0900",12.9,24,7.9,24,6.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000106:0900",14.8,24,9.5,24,7.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000107:0900",15.1,24,10.9,24,10,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000108:0900",16.8,24,10.2,24,12.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000109:0900",13.8,24,8.1,24,6.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000110:0900",16.2,24,10.4,24,12,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000111:0900",13.9,24,10.2,24,9.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000112:0900",15.4,24,10.8,24,9.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000113:0900",18.8,24,11,24,7.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000114:0900",16.9,24,12.6,24,12.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000115:0900",15.4,24,13.3,24,12.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000116:0900",16.9,24,13.2,24,9.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000117:0900",19.1,24,12.5,24,8.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000118:0900",20.1,24,11.7,24,12.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000119:0900",13.6,24,9.2,24,5.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000120:0900",16.9,24,12,24,13.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000121:0900",19.7,24,14.5,24,11.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000122:0900",25.6,24,15.3,24,14.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000123:0900",23,24,13.6,24,9.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000124:0900",20.9,24,10.5,24,10.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000125:0900",13.1,24,8.1,24,6.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000126:0900",14.8,24,8.5,24,8.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000127:0900",14.1,24,6.6,24,3.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000128:0900",17,24,13,24,12.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000129:0900",18,24,11,24,7.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000130:0900",18,24,13.6,24,13.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000131:0900",18.6,24,11,24,10.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000201:0900",13.1,24,8.4,24,5.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000202:0900",16.1,24,6.9,24,4.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000203:0900",13,24,7.8,24,5.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000204:0900",15.6,24,10.4,24,10.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000205:0900",18.2,24,12.2,24,13.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000206:0900",23.5,24,13.3,24,14,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000207:0900",18.1,24,9.8,24,6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000208:0900",22.4,24,12.6,24,10.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000209:0900",21.2,24,12,24,7.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000210:0900",27.4,24,12,24,11.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000211:0900",17.1,24,12.2,24,11.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000212:0900",22.8,24,17,24,13.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000213:0900",24.2,24,17.3,24,13.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000214:0900",23.6,24,11,24,11.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000215:0900",13.6,24,11.2,24,10.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000216:0900",15.9,24,13,24,14.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000217:0900",17.9,24,14.2,24,14,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000218:0900",15.9,24,12.1,24,12.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000219:0900",16.4,24,8.7,24,6.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000220:0900",18.5,24,12.4,24,10.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000221:0900",23.7,24,12.2,24,12.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000222:0900",16.5,24,9.1,24,7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000223:0900",16.2,24,10.9,24,8.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000224:0900",16.8,24,9.2,24,6.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000225:0900",24,24,12.6,24,9.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000226:0900",20.8,24,10.9,24,8.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000227:0900",20.9,24,12.1,24,10.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000228:0900",23.9,24,9.5,24,5.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000229:0900",20.4,24,13.1,24,9.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000301:0900",20,24,11.2,24,10.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000302:0900",15.5,24,9.3,24,4.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000303:0900",15.9,24,11.3,24,9.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000304:0900",20,24,13.6,24,11.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000305:0900",22.4,24,12.9,24,9.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000306:0900",19.6,24,12.7,24,10.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000307:0900",17,24,9.5,24,6.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000308:0900",14.7,24,8.7,24,3.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000309:0900",19.4,24,9.5,24,6.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000310:0900",17.9,24,12.7,24,9.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000311:0900",18.2,24,10.1,24,5.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000312:0900",19.2,24,11.8,24,13.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000313:0900",18.2,24,8.7,24,8.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000314:0900",10.3,24,5.7,24,1.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000315:0900",13.3,24,7.8,24,6.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000316:0900",16.2,24,10.7,24,10.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000317:0900",14.1,24,6.6,24,2.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000318:0900",16.9,24,9.6,24,7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000319:0900",22.8,24,13.2,24,9.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000320:0900",20.1,24,10.7,24,9.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000321:0900",17,24,11.3,24,10.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000322:0900",12.9,24,7.3,24,5.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000323:0900",14.3,24,4,24,1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000324:0900",16.4,24,8.5,24,4.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000325:0900",16.1,24,9.2,24,5.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000326:0900",15.2,24,11.5,24,8.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000327:0900",16.7,24,9.8,24,5.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000328:0900",15.5,24,11.4,24,7.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000329:0900",16,24,12.2,24,7.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000330:0900",17.8,24,10.3,24,6.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000331:0900",17.4,24,12.3,24,7.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000401:0900",16.9,24,11.5,24,6.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000402:0900",24.7,24,5.6,24,0.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000403:0900",15,24,5.2,24,-0.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000404:0900",14.8,24,10.5,24,6.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000405:0900",22.5,24,6.1,24,0.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000406:0900",18.3,24,9.3,24,9.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000407:0900",12.4,24,9.6,24,10.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000408:0900",13.9,24,8.3,24,2.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000409:0900",12.8,24,5.4,24,1.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000410:0900",13.8,24,8.1,24,4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000411:0900",15.9,24,7.4,24,3.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000412:0900",13.4,24,5.2,24,0,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000413:0900",16.6,24,4.9,24,-0.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000414:0900",14.9,24,7.9,24,3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000415:0900",20.1,24,7.1,24,1.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000416:0900",18.9,24,10,24,4.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000417:0900",17.2,24,10.2,24,6.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000418:0900",21,24,13.7,24,10.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000419:0900",16.3,24,10.4,24,10.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000420:0900",12.6,24,11.1,24,11.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000421:0900",12.3,24,7.4,24,3.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000422:0900",15.6,24,9.1,24,6.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000423:0900",14,24,10.6,24,9.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000424:0900",12.4,24,6.8,24,4.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000425:0900",11.9,24,7.9,24,6.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000426:0900",13.3,24,8.9,24,5.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000427:0900",14.1,24,11,24,8.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000428:0900",16.2,24,9.8,24,3.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000429:0900",17.7,24,6.5,24,2.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000430:0900",20.4,24,6.7,24,1.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000501:0900",16.7,24,6.5,24,1.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000502:0900",23.4,24,9.3,24,4.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000503:0900",14.7,24,7.4,24,3.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000504:0900",18.4,24,7,24,2.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000505:0900",17.9,24,8.1,24,8.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000506:0900",11.1,24,8.2,24,5.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000507:0900",15.8,24,9.8,24,10.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000508:0900",10.5,24,3.2,24,0.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000509:0900",11.7,24,3.3,24,-0.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000510:0900",15,24,4.3,24,1.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000511:0900",14.9,24,9.4,24,5.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000512:0900",12.9,24,4.7,24,-0.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000513:0900",12,24,5.5,24,1.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000514:0900",10.6,24,4.7,24,-0.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000515:0900",10.5,24,8,24,3.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000516:0900",12.3,24,6.8,24,2.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000517:0900",9.3,24,6.5,24,1.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000518:0900",14.8,24,8.8,24,3.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000519:0900",12.9,24,6.9,24,2.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000520:0900",11.6,24,3,24,-1.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000521:0900",13.5,24,6.2,24,4.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000522:0900",10.3,24,3.7,24,-2.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000523:0900",17,24,5.1,24,-0.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000524:0900",13.9,24,6.4,24,0.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000525:0900",16.4,24,5.4,24,-0.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000526:0900",13.7,24,7.3,24,3.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000527:0900",15.6,24,4.5,24,-0.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000528:0900",12.6,24,5.1,24,-0.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000529:0900",12.2,24,9.4,24,7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000530:0900",13.3,24,10.4,24,8.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000531:0900",15.7,24,8.6,24,3.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000601:0900",13.6,24,8.8,24,4.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000602:0900",13.1,24,5,24,0.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000603:0900",8.5,24,4.7,24,3.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000604:0900",8.4,24,6,24,4.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000605:0900",8.9,24,6.6,24,6.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000606:0900",9.5,24,3.3,24,-0.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000607:0900",8.6,24,3.8,24,1.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000608:0900",7.3,24,0.3,24,-1.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000609:0900",10.1,24,1.3,24,-1.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000610:0900",13.8,24,4.1,24,2.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000611:0900",10.8,24,0.7,24,-3.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000612:0900",7.5,24,2.1,24,-0.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000613:0900",7.6,24,2.8,24,1.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000614:0900",8.5,24,5.3,24,4.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000615:0900",11.5,24,7.5,24,6.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000616:0900",13,24,2.6,24,-2.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000617:0900",14.3,24,3.6,24,-0.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000618:0900",17,24,2.4,24,-1.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000619:0900",13.3,24,2.4,24,-2.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000620:0900",14.3,24,1.1,24,-3.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000621:0900",11.6,24,0.5,24,-3.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000622:0900",9.2,24,2,24,-1.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000623:0900",9.4,24,7.2,24,3.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000624:0900",15.3,24,8.1,24,2.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000625:0900",13.1,24,8.9,24,6.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000626:0900",14.9,24,7.5,24,5.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000627:0900",10.8,24,1.2,24,-2.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000628:0900",9.6,24,6.9,24,5.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000629:0900",10.6,24,7.8,24,6.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000630:0900",12.6,24,7.1,24,2.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000701:0900",12.3,24,1.4,24,-2.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000702:0900",10,24,1.5,24,-1.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000703:0900",10.8,24,5.2,24,3.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000704:0900",9,24,1.2,24,-2.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000705:0900",8,24,0.2,24,-4.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000706:0900",7.8,24,-2.2,24,-7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000707:0900",8,24,-1.5,24,-4.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000708:0900",9.2,24,5.6,24,1.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000709:0900",10.5,24,5.8,24,2.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000710:0900",9.3,24,7.1,24,5.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000711:0900",10.1,24,6.2,24,1.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000712:0900",10.6,24,5.3,24,1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000713:0900",14.1,24,2.5,24,-1.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000714:0900",11.5,24,3.8,24,0.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000715:0900",10.2,24,2,24,-2.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000716:0900",10.7,24,3.3,24,0.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000717:0900",9.5,24,6.2,24,5.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000718:0900",8.1,24,3.6,24,0,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000719:0900",9.1,24,-0.2,24,-3.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000720:0900",8.9,24,-0.2,24,-2.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000721:0900",10.5,24,6.7,24,6.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000722:0900",13.8,24,7.7,24,7.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000723:0900",11,24,6.1,24,4.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000724:0900",9.7,24,5.8,24,2.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000725:0900",11.6,24,5.6,24,1.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000726:0900",13.9,24,3.3,24,-1.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000727:0900",12.2,24,3.4,24,-0.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000728:0900",15.4,24,3.9,24,-1.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000729:0900",9,24,4.2,24,-0.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000730:0900",11.8,24,1.5,24,-3.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000731:0900",14.8,24,4.4,24,0.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000801:0900",7.6,24,0.3,24,-3.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000802:0900",8.7,24,-0.1,24,-5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000803:0900",8.1,24,-1.2,24,-5.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000804:0900",10.6,24,0.3,24,-4.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000805:0900",12.3,24,2.5,24,-0.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000806:0900",11.7,24,6.8,24,3.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000807:0900",11.9,24,6.6,24,3.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000808:0900",11,24,1.1,24,-3.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000809:0900",11.2,24,3.2,24,0.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000810:0900",19.1,24,9.1,24,2.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000811:0900",18.6,24,7.3,24,0.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000812:0900",11.3,24,4.4,24,1.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000813:0900",11,24,5.7,24,2.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000814:0900",10.2,24,5.5,24,4.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000815:0900",11.2,24,3,24,-0.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000816:0900",10.6,24,7.1,24,4.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000817:0900",12.6,24,3.8,24,-0.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000818:0900",9.9,24,6.5,24,6.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000819:0900",7.3,24,5.5,24,5.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000820:0900",6.6,24,4.8,24,4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000821:0900",8.3,24,3.3,24,0,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000822:0900",6.8,24,0.6,24,-1.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000823:0900",7.4,24,1,24,-1.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000824:0900",8,24,1.6,24,-3.1,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000825:0900",9.5,24,-0.6,24,-5.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000826:0900",9.4,24,2.9,24,2.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000827:0900",8.3,24,6.6,24,6.5,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000828:0900",10.1,24,7.3,24,3.7,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000829:0900",10.9,24,7.8,24,7.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000830:0900",8.9,24,6.8,24,6.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000831:0900",9,24,7.4,24,7.3,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000901:0900",8.3,24,6.6,24,6.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000902:0900",8.9,24,7.4,24,6.8,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000903:0900",9.4,24,6.9,24,6.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000904:0900",10,24,7.4,24,4.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000905:0900",8.8,24,7.5,24,7.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000906:0900",10.8,24,6.4,24,4.4,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000907:0900",14.4,24,3.4,24,-0.2,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000908:0900",16.9,24,6.8,24,0.6,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000909:0900",16.1,24,7,24,2.9,24,NA,NA,NA,"D"
"Dunedin, Musselburgh Ews","20000910:0900",8.3,24,6.2,24,5.9,24,NA,NA,NA,"D"
